CASE,DATE,YEAR,DECADE,EFFECT,STAT NAME,PL #,S-DATE,TIME TO DECISION,CONGRESS,AREA1,LNDMRK,LNDDTL,ATT GEN,CERT,REVERSD,CRS,GVT PRTY,DISSENT,H-CT
United States v. Johnson,2/24/66,1966,1960,struck down as applied,58 Stat. 752,78-439,9/27/44,257,78,Separation of Powers,0.0,0.0,1,1,0.0,0.0,1,3,0
South Carolina v. Katzenbach,2/24/66,1966,1960,upheld,Voting Rights Act of 1965,89-110,8/6/65,6,89,Federalism,0.0,0.0,1,0,0.0,0.0,1,1,0
Ginzburg v. United States,3/21/66,1966,1960,upheld,69 Stat. 183,84-95,6/28/55,129,84,Substantive Rights,0.0,0.0,1,1,0.0,0.0,1,4,0
United States v. Guest,3/28/66,1966,1960,upheld,Enforcement Act of 1870,,5/31/1870,1150,41,Due Process,1.0,1.0,1,0,1.0,0.0,1,4,1
Cheff v. Schnackenberg,6/6/66,1966,1960,upheld,Clayton Anti-Trust Act,63-212,10/15/14,620,63,Due Process,1.0,1.0,1,1,0.0,0.0,1,2,0
Katzenbach v. Morgan,6/13/66,1966,1960,upheld,Voting Rights Act of 1965,89-110,8/6/65,9,89,Federalism,1.0,1.0,0,0,1.0,0.0,1,2,0
Dennis v. United States,6/20/66,1966,1960,upheld,58 Stat. 752,78-439,9/27/44,261,78,Due Process,0.0,0.0,1,1,1.0,0.0,1,2,0
State Farm Fire & Casualty Co. v. Tashire,4/10/67,1967,1960,upheld,Federal Interpleader Act of 1936,74-422,1/20/36,375,74,Separation of Powers,0.0,0.0,0,1,1.0,0.0,0,1,0
Boutilier v. INS,5/22/67,1967,1960,upheld,Immigration and Nationality Act,82-414,6/27/52,179,82,Due Process,1.0,1.0,1,1,0.0,0.0,1,3,0
Afroyim v. Rusk,5/29/67,1967,1960,struck down on face,Immigration and Nationality Act,82-414,6/27/52,179,82,Substantive Rights,1.0,0.0,1,1,1.0,1.0,1,4,0
Prima Paint Corp. v. Flood & Conklin Manufacturing Co.,6/12/67,1967,1960,upheld,68 Stat. 1233,83-779,9/3/54,153,83,Federalism,0.0,0.0,0,1,0.0,0.0,0,3,1
United States v. Robel,12/11/67,1967,1960,struck down on face,Internal Security Act of 1950,81-831,9/23/50,195,81,Substantive Rights,1.0,1.0,1,0,0.0,1.0,1,2,0
Schneider v. Smith,1/16/68,1968,1960,struck down as applied,Magnuson Act,81-679,8/9/50,209,81,Substantive Rights,0.0,0.0,1,0,1.0,0.0,1,0,0
Marchetti v. United States,1/29/68,1968,1960,struck down on face,Renegotiation Act Extension,83-746,8/16/54,161,83,Due Process,1.0,0.0,1,1,1.0,1.0,1,1,1
United States v. Jackson,4/8/68,1968,1960,struck down on face,Crimes and Criminal Procedure Act,80-772,6/25/48,238,80,Due Process,0.0,0.0,1,0,1.0,1.0,1,2,1
Grosso v. United States,1/29/68,1968,1960,struck down on face,Renegotiation Act Extension,83-746,8/16/54,161,83,Due Process,1.0,0.0,1,1,1.0,1.0,1,1,1
Permian Basin Area Rate Cases,5/1/68,1968,1960,upheld,Natural Gas Act,75-688,6/21/38,359,75,Economic,1.0,1.0,1,1,1.0,0.0,1,1,0
Haynes v. United States,1/29/68,1968,1960,struck down on face,National Firearms Act,73-474,6/29/34,403,73,Due Process,0.0,0.0,1,1,1.0,1.0,1,1,0
United States v. O'Brien,5/27/68,1968,1960,upheld,79 Stat. 586,89-152,8/28/65,33,89,Substantive Rights,0.0,0.0,1,1,0.0,0.0,1,1,0
Maryland v. Wirtz,6/10/68,1968,1960,upheld,Fair Labor Standards Amendments of 1966,89-601,9/23/66,21,89,Federalism,1.0,0.0,1,0,0.0,0.0,1,2,0
Jones v. Alfred H. Mayer Co.,6/17/68,1968,1960,upheld,Enforcement Act of 1870,,5/31/1870,1177,41,Federalism,1.0,1.0,1,1,1.0,0.0,0,2,1
Clark v. Gabriel,12/16/68,1968,1960,upheld,Universal Military Training and Service Act Amendments,90-40,6/30/67,18,90,Due Process,0.0,0.0,1,0,1.0,0.0,1,0,0
Thorpe v. Housing Authority of the City of Durham,1/13/69,1969,1960,upheld,United States Housing Act of 1937,75-412,9/1/37,376,75,Economic,1.0,0.0,0,1,1.0,0.0,0,0,0
Shapiro v. Thompson,4/21/69,1969,1960,struck down on face,Social Security Act Amendments of 1950,81-734,8/26/50,224,81,Substantive Rights,1.0,0.0,0,0,0.0,1.0,0,3,0
Watts v. United States,4/21/69,1969,1960,struck down as applied,Crimes and Criminal Procedure Act,80-772,6/25/48,250,80,Substantive Rights,0.0,0.0,1,1,1.0,0.0,1,3,1
Frank v. United States,5/19/69,1969,1960,upheld,55 Stat. 779,77-316,11/21/41,330,77,Due Process,0.0,0.0,1,1,0.0,0.0,1,3,0
O'Callahan v. Parker,6/2/69,1969,1960,struck down as applied,Uniform Code of Military Justice,81-506,5/5/50,229,81,Due Process,0.0,0.0,1,1,1.0,1.0,1,3,0
Red Lion Broadcasting Co. v. FCC,6/9/69,1969,1960,upheld,Communications Act Amendment,86-274,9/14/59,117,86,Substantive Rights,0.0,0.0,1,1,1.0,0.0,1,0,0
National Labor Relations Board v. Gissel Packing Co.,6/16/69,1969,1960,upheld,National Labor Relations Act,74-198,7/5/35,419,74,Substantive Rights,1.0,1.0,1,1,1.0,0.0,1,0,0
Leary v. United States,5/19/69,1969,1960,struck down on face,Narcotic Control Act of 1956,84-728,7/18/56,154,84,Due Process,1.0,0.0,1,1,1.0,1.0,1,0,0
Bryson v. United States,12/8/69,1969,1960,upheld,Crimes and Criminal Procedure Act,80-772,6/25/48,258,80,Due Process,0.0,0.0,1,1,0.0,0.0,1,2,1
Minor v. United States,12/8/69,1969,1960,upheld,Renegotiation Act Extension,83-746,8/16/54,184,83,Due Process,1.0,0.0,1,1,0.0,0.0,1,2,1
Turner v. United States,1/20/70,1970,1970,struck down on face,Narcotic Control Act of 1956,84-728,7/18/56,162,84,Due Process,1.0,0.0,1,1,1.0,1.0,1,2,0
Rowan v. United States Post Office Department,5/4/70,1970,1970,upheld,Postal Revenue and Federal Salary Act of 1967,90-206,12/16/67,29,90,Substantive Rights,0.0,0.0,1,0,0.0,0.0,1,0,0
Welsh v. United States,6/15/70,1970,1970,struck down as applied,Selective Service Act of 1948,80-759,6/24/48,264,80,Substantive Rights,0.0,0.0,1,1,1.0,0.0,1,3,1
Schacht v. United States,5/25/70,1970,1970,struck down on face,Revision of Code relating to Armed Services,84-1028,8/10/56,165,84,Substantive Rights,0.0,0.0,1,1,1.0,1.0,1,0,0
Oregon v. Mitchell,12/21/70,1970,1970,struck down on face,Voting Rights Act Amendments of 1970,91-285,6/22/70,6,91,Federalism,1.0,1.0,1,0,0.0,1.0,1,8,0
United States v. Maryland Savings-Share Insurance Corp.,10/19/70,1970,1970,upheld,74 Stat. 54,86-428,4/22/60,114,86,Economic,0.0,0.0,0,0,1.0,0.0,1,0,0
Blount v. Rizzi,1/14/71,1971,1970,struck down on face,82 Stat. 1153,90-591,10/17/68,27,90,Substantive Rights,0.0,0.0,1,0,0.0,1.0,1,0,0
"Relford v. Commandant, U.S. Disciplinary Barracks",2/24/71,1971,1970,upheld,Uniform Code of Military Justice,81-506,5/5/50,249,81,Due Process,0.0,0.0,1,1,0.0,0.0,1,0,0
Gillette v. United States,3/8/71,1971,1970,upheld,Universal Military Training and Service Act Amendments,90-40,6/30/67,45,90,Substantive Rights,0.0,0.0,1,1,0.0,0.0,1,1,0
United States v. Freed,4/5/71,1971,1970,upheld,Gun Control Act of 1968,90-618,10/22/68,30,90,Due Process,1.0,0.0,1,0,1.0,0.0,1,0,0
United States v. United States Coin & Currency,4/5/71,1971,1970,struck down on face,Renegotiation Act Extension,83-746,8/16/54,176,83,Due Process,1.0,0.0,1,0,1.0,1.0,1,4,1
Rogers v. Bellei,4/5/71,1971,1970,upheld,Immigration and Nationality Act,82-414,6/27/52,226,82,Substantive Rights,1.0,0.0,1,1,0.0,0.0,1,4,0
Perez v. United States,4/26/71,1971,1970,upheld,Consumer Credit Protection Act,90-321,5/29/68,35,90,Federalism,1.0,0.0,1,1,0.0,0.0,1,1,0
United States v. Reidel,5/3/71,1971,1970,upheld,Crimes and Criminal Procedure Act,80-772,6/25/48,359,80,Substantive Rights,0.0,0.0,1,1,1.0,0.0,1,2,1
United States v. Thirty-Seven Photographs,5/3/71,1971,1970,upheld,Tariff Act of 1930,71-361,6/17/30,491,71,Substantive Rights,1.0,0.0,1,0,1.0,0.0,1,3,1
Richardson v. Perales,5/3/71,1971,1970,upheld,Social Security Act,74-271,8/14/35,429,74,Due Process,1.0,0.0,1,0,1.0,0.0,1,3,0
United States v. Vuitch,4/21/71,1971,1970,upheld,District of Columbia Law Enforcement Act of 1953,83-85,6/29/53,214,83,Due Process,0.0,0.0,1,0,1.0,0.0,1,6,1
Graham v. Richardson,6/14/71,1971,1970,struck down as applied,Social Security Act Amendments of 1950,81-734,8/8/50,250,81,Equality,1.0,0.0,0,0,0.0,0.0,1,0,0
Tilton v. Richardson,6/28/71,1971,1970,struck down on face,Higher Education Facilities Act of 1963,88-204,12/16/63,90,88,Substantive Rights,0.0,0.0,1,0,0.0,1.0,1,4,0
Griffin v. Breckenridge,6/7/71,1971,1970,upheld,17 Stat. 13,,4/20/1871,1202,42,Federalism,1.0,1.0,1,1,1.0,0.0,0,0,1
Richardson v. Belcher,11/22/71,1971,1970,upheld,Social Security Amendments of 1965,89-97,7/30/65,76,89,Due Process,0.0,0.0,1,0,1.0,0.0,1,3,0
California Motor Transport Co. v. Trucking Unlimited,1/13/72,1972,1970,upheld,Clayton Anti-Trust Act,63-212,10/15/14,687,63,Substantive Rights,1.0,1.0,0,1,0.0,0.0,0,0,0
United States v. Biswell,5/15/72,1972,1970,upheld,Gun Control Act of 1968,90-618,10/21/68,43,90,Due Process,1.0,0.0,1,1,1.0,0.0,1,1,0
Kastigar v. United States,5/22/72,1972,1970,upheld,Organized Crime Control Act of 1970,91-452,10/15/70,19,91,Due Process,1.0,1.0,1,1,0.0,0.0,1,2,0
Flower v. United States,6/12/72,1972,1970,struck down as applied,Crimes and Criminal Procedure Act,80-772,6/25/48,288,80,Substantive Rights,0.0,0.0,0,1,1.0,0.0,1,3,1
United States v. Brewster,6/29/72,1972,1970,upheld,84 Stat. 853,91-405,9/22/70,21,91,Substantive Rights,1.0,0.0,1,0,1.0,0.0,1,3,0
Kleindienst v. Mandel,6/29/72,1972,1970,upheld,Immigration and Nationality Act,82-414,6/27/52,240,82,Substantive Rights,1.0,1.0,1,0,1.0,0.0,1,3,0
Richardson v. Davis,12/11/72,1972,1970,struck down on face,Social Security Amendments of 1967,90-248,1/2/68,47,90,Equality,0.0,0.0,0,0,0.0,1.0,1,0,0
United States v. Jim,11/20/72,1972,1970,upheld,82 Stat. 121,90-306,5/17/68,54,90,Economic,0.0,0.0,0,0,1.0,0.0,1,1,0
Chief of Capitol Police v. Jeannette Rankin Brigade,11/6/72,1972,1970,struck down on face,Capitol Grounds Act,79-570,7/31/46,316,79,Substantive Rights,0.0,0.0,0,0,0.0,1.0,1,0,0
United States v. Kras,1/10/73,1973,1970,upheld,Bankruptcy Act of 1898 Amendments,79-464,6/28/46,319,79,Due Process,0.0,0.0,1,0,1.0,0.0,1,4,1
Hurtado v. United States,3/5/73,1973,1970,upheld,Jury Selection and Service Act of 1968,90-274,3/27/68,60,90,Economic,0.0,0.0,1,1,0.0,0.0,1,2,1
"Mourning v. Family Publications Service, Inc.",4/24/73,1973,1970,upheld,Consumer Credit Protection Act,90-321,5/29/68,59,90,Economic,1.0,1.0,1,1,1.0,0.0,0,3,1
Palmore v. United States,4/24/73,1973,1970,upheld,District of Columbia Court Reform and Criminal Procedure Act of 1970,91-358,7/29/70,33,91,Due Process,1.0,0.0,1,0,0.0,0.0,1,1,1
Frontiero v. Richardson,5/14/73,1973,1970,struck down on face,76 Stat. 469,87-649,9/7/62,128,87,Equality,0.0,0.0,1,0,1.0,1.0,1,1,1
Barnes v. United States,6/18/73,1973,1970,upheld,53 Stat. 1257,76-332,8/7/39,406,76,Due Process,0.0,0.0,1,1,0.0,0.0,1,3,0
"Columbia Broadcasting System, Inc. v. Democratic National Committee",5/29/73,1973,1970,upheld,Communications Act of 1934,73-416,6/19/34,467,73,Substantive Rights,1.0,0.0,1,1,1.0,0.0,0,2,1
United States v. 12 200-Foot Reels of Super 8mm Film,6/21/73,1973,1970,upheld,Tariff Act of 1930,71-361,6/17/30,516,71,Substantive Rights,1.0,0.0,1,1,1.0,0.0,1,4,0
United States v. Orito,6/21/73,1973,1970,upheld,Crimes and Criminal Procedure Act,80-772,6/25/48,300,80,Substantive Rights,0.0,0.0,1,0,0.0,0.0,1,4,0
Almeida-Sanchez v. United States,6/21/73,1973,1970,struck down as applied,Immigration and Nationality Act,82-414,6/27/52,252,82,Due Process,1.0,0.0,1,0,0.0,0.0,1,4,1
United States Department of Agriculture v. Murry,6/25/73,1973,1970,struck down on face,Food Stamp Act of 1964 Amendments,91-671,1/11/71,29,91,Due Process,1.0,0.0,1,0,0.0,1.0,1,4,1
United States Department of Agriculture v. Moreno,6/25/73,1973,1970,struck down on face,Food Stamp Act of 1964 Amendments,91-671,1/11/71,29,91,Due Process,1.0,0.0,1,0,0.0,1.0,1,2,1
United States Civil Service Commission v. National Association of Letter Carriers,6/25/73,1973,1970,upheld,80 Stat. 378,89-554,9/6/66,93,89,Substantive Rights,0.0,0.0,1,0,1.0,0.0,1,3,1
Marshall v. United States,1/9/74,1974,1970,upheld,Public Health Service Act Amendment,90-574,10/15/68,63,90,Due Process,0.0,0.0,1,1,0.0,0.0,1,3,1
Curtis v. Loether,2/20/74,1974,1970,struck down as applied,Fair Housing Act,90-284,4/11/68,70,90,Due Process,1.0,0.0,1,1,0.0,0.0,0,0,1
National Cable Television Association v. United States,3/4/74,1974,1970,struck down on face,Independent Offices Appropriation Act of 1952,82-137,8/31/51,271,82,Economic,0.0,0.0,1,0,1.0,0.0,1,2,1
Johnson v. Robison,3/4/74,1974,1970,upheld,Veterans Hospitalization and Medical Services Modernization Amendments of 1966,89-785,11/7/66,88,89,Substantive Rights,0.0,0.0,1,1,1.0,0.0,1,1,1
Arnett v. Kennedy,4/16/74,1974,1970,upheld,37 Stat. 555,62-336,8/24/12,740,62,Due Process,0.0,0.0,1,0,1.0,0.0,1,4,1
California Bankers Association v. Schultz,4/1/74,1974,1970,upheld,Federal Deposit Insurance Act Amendments,91-508,10/26/70,42,91,Due Process,0.0,0.0,1,0,1.0,0.0,1,3,1
Pernell v. Southall Realty,4/24/74,1974,1970,struck down as applied,District of Columbia Court Reform and Criminal Procedure Act of 1970,91-358,7/29/70,45,91,Due Process,1.0,0.0,0,1,1.0,0.0,0,0,1
Morton v. Mancari,6/17/74,1974,1970,upheld,48 Stat. 984,73-383,6/18/34,480,73,Equality,0.0,0.0,1,0,1.0,0.0,1,0,1
Jimenez v. Weinberger,6/19/74,1974,1970,struck down on face,Social Security Amendments of 1965,89-97,7/30/65,107,89,Equality,0.0,0.0,1,0,0.0,1.0,1,1,1
Parker v. Levy,6/19/74,1974,1970,upheld,Uniform Code of Military Justice,81-506,5/5/50,289,81,Due Process,0.0,0.0,1,0,1.0,0.0,1,3,1
Hamling v. United States,6/24/74,1974,1970,upheld,Crimes and Criminal Procedure Act,80-772,6/25/48,312,80,Substantive Rights,0.0,0.0,1,1,0.0,0.0,1,4,0
Regional Rail Reorganization Act Cases,12/16/74,1974,1970,struck down on face,Regional Rail Reorganization Act of 1973,93-236,1/2/74,11,93,Economic,1.0,0.0,1,0,1.0,0.0,1,2,1
Schlesinger v. Ballard,1/15/75,1975,1970,upheld,Revision of Code relating to Armed Services,84-1028,8/10/56,221,84,Equality,0.0,0.0,1,0,1.0,0.0,1,4,1
United States v. Mazurie,1/21/75,1975,1970,upheld,67 Stat. 586,83-277,8/15/53,257,83,Due Process,0.0,0.0,1,1,1.0,0.0,1,0,0
United States v. Wilson,2/25/75,1975,1970,upheld,Omnibus Crime Control Act of 1970,91-644,1/2/71,49,91,Due Process,0.0,0.0,1,1,1.0,0.0,1,2,1
Serfass v. United States,3/3/75,1975,1970,upheld,Crimes and Criminal Procedure Act,80-772,6/25/48,321,80,Due Process,0.0,0.0,1,1,0.0,0.0,1,1,0
United States v. Maine,3/17/75,1975,1970,upheld,First Independent Offices Appropration Act of 1954,83-176,5/22/53,262,83,Federalism,1.0,1.0,1,0,0.0,0.0,1,0,0
Weinberger v. Wiesenfeld,3/19/75,1975,1970,struck down on face,Social Security Act Amendments,76-379,8/10/39,427,76,Equality,1.0,0.0,1,0,0.0,1.0,1,0,1
Fry v. United States,5/27/75,1975,1970,upheld,Defense Production Act of 1950 Amendment,91-379,8/15/70,57,91,Federalism,0.0,0.0,1,1,0.0,0.0,1,1,1
Muniz v. Hoffman,6/25/75,1975,1970,upheld,Taft-Hartley Act,80-101,6/23/47,336,80,Due Process,1.0,0.0,1,1,0.0,0.0,1,4,0
Weinberger v. Salfi,6/26/75,1975,1970,upheld,Social Security Act Amendments of 1950,81-734,8/28/50,298,81,Due Process,1.0,0.0,1,0,1.0,0.0,1,3,1
United States v. Brignoni-Ponce,6/30/75,1975,1970,struck down as applied,Immigration and Nationality Act,82-414,6/27/52,276,82,Due Process,1.0,0.0,1,1,0.0,0.0,1,0,1
United States v. Ortiz,6/30/75,1975,1970,struck down as applied,Immigration and Nationality Act,82-414,6/27/52,276,82,Due Process,1.0,0.0,1,1,0.0,0.0,1,0,1
United States v. Powell,12/2/75,1975,1970,upheld,Crimes and Criminal Procedure Act,80-772,6/25/48,330,80,Due Process,0.0,0.0,1,1,1.0,0.0,1,1,0
United States v. Watson,1/26/76,1976,1970,upheld,82 Stat. 998,90-561,10/12/68,87,90,Due Process,0.0,0.0,1,1,1.0,0.0,1,2,1
Buckley v. Valeo,1/30/76,1976,1970,struck down on face,Federal Election Campaign Act of 1971,92-225,2/7/72,47,92,Substantive Rights,1.0,1.0,1,0,1.0,1.0,0,5,1
Mathews v. Eldridge,2/24/76,1976,1970,upheld,70 Stat. 815,85-880,8/1/56,234,85,Due Process,1.0,0.0,1,1,1.0,0.0,1,2,1
Middendorf v. Henry,3/24/76,1976,1970,upheld,Uniform Code of Military Justice,81-506,5/5/50,310,81,Due Process,0.0,0.0,1,1,1.0,0.0,1,3,1
United States v. Miller,4/21/76,1976,1970,upheld,Federal Deposit Insurance Act Amendments,91-508,10/26/70,66,91,Due Process,1.0,0.0,1,1,1.0,0.0,1,2,1
United States v. MacCollom,6/10/76,1976,1970,upheld,Judiciary and Judicial Procedure Act,80-773,6/25/48,336,80,Due Process,0.0,0.0,1,1,1.0,0.0,1,4,0
Kleppe v. New Mexico,6/17/76,1976,1970,upheld,85 Stat. 649,92-195,12/15/71,54,92,Federalism,0.0,0.0,1,1,1.0,0.0,1,0,1
"Federal Energy Administration v. Algonquin SNG, Inc.",6/17/76,1976,1970,upheld,Trade Act of 1974,93-618,1/3/75,17,93,Separation of Powers,1.0,1.0,1,0,1.0,0.0,1,0,1
Mathews v. Diaz,6/1/76,1976,1970,upheld,Social Security Amendments of 1965,89-97,7/30/65,131,89,Substantive Rights,1.0,0.0,1,0,1.0,0.0,1,0,1
National League of Cities v. Usery,6/24/76,1976,1970,struck down on face,Fair Labor Standards Amendments of 1974,93-259,4/8/74,26,93,Federalism,0.0,0.0,1,0,1.0,1.0,1,4,1
Runyon v. McCrary,6/25/76,1976,1970,upheld,14 Stat. 27,,4/9/1866,1322,39,Substantive Rights,1.0,1.0,1,1,0.0,0.0,0,2,0
Fitzpatrick v. Bitzer,6/28/76,1976,1970,upheld,Equal Employment Opportunity Act of 1972,92-261,3/24/72,51,92,Federalism,0.0,0.0,1,1,1.0,0.0,0,0,1
Mathews v. Lucas,6/29/76,1976,1970,upheld,Social Security Act,74-271,8/14/35,490,74,Equality,1.0,0.0,1,0,1.0,0.0,1,3,1
Usery v. Turner Elkhorn Mining Co.,7/1/76,1976,1970,upheld,Black Lung Benefit Act of 1972,92-303,5/19/72,50,92,Due Process,0.0,0.0,1,0,1.0,0.0,1,2,1
United States v. Martinez-Fuerte,7/6/76,1976,1970,upheld,Immigration and Nationality Act,82-414,6/27/52,289,82,Due Process,1.0,0.0,1,1,1.0,0.0,1,2,1
Mathews v. De Castro,12/13/76,1976,1970,upheld,Social Security Act,74-271,8/14/35,496,74,Equality,1.0,0.0,1,0,1.0,0.0,1,0,1
"International Union of Electrical, Radio & Machine Workers v. Robbins & Myers, Inc.",12/20/76,1976,1970,upheld,Equal Employment Opportunity Act of 1972,92-261,3/24/72,57,92,Due Process,0.0,0.0,1,1,1.0,0.0,0,0,1
Moody v. Daggett,11/15/76,1976,1970,upheld,Parole Commission and Reorganization Act,94-233,3/15/76,8,94,Due Process,0.0,0.0,1,1,0.0,0.0,1,2,1
Knebel v. Hein,1/11/77,1977,1970,upheld,The Food Stamp Act of 1964,88-525,8/31/64,149,88,Due Process,1.0,1.0,1,0,1.0,0.0,1,0,1
G.M. Leasing Corp. v. United States,1/12/77,1977,1970,struck down as applied,Renegotiation Act Extension,83-746,8/16/54,269,83,Due Process,1.0,0.0,1,1,1.0,0.0,1,0,0
"United Jewish Organizations, Inc. v. Carey",3/1/77,1977,1970,upheld,Voting Rights Act of 1965,89-110,8/6/65,139,89,Equality,1.0,1.0,1,1,0.0,0.0,0,1,1
Califano v. Goldfarb,3/2/77,1977,1970,struck down on face,Social Security Act Amendments of 1950,81-734,8/28/50,319,81,Equality,1.0,0.0,1,0,0.0,1.0,1,4,1
Califano v. Webster,3/21/77,1977,1970,upheld,Social Security Act Amendments of 1950,81-734,8/28/50,139,81,Equality,1.0,0.0,0,0,1.0,0.0,1,0,1
Swain v. Pressley,3/22/77,1977,1970,upheld,District of Columbia Court Reform and Criminal Procedure Act of 1970,91-358,7/29/50,320,91,Due Process,1.0,0.0,1,1,1.0,0.0,1,0,1
Atlas Roofing Co. v. Occupational Safety & Health Review Commission,3/23/77,1977,1970,upheld,Occupational Safety and Health Act of 1970,91-596,12/29/70,75,91,Due Process,1.0,1.0,1,1,0.0,0.0,1,0,1
Alexander v. Fioto,4/4/77,1977,1970,upheld,Army and Air Force Vitalization and Retirement Equalization Act of 1948,80-810,6/29/48,346,80,Equality,0.0,0.0,1,0,1.0,0.0,1,0,0
United States v. Antelope,4/19/77,1977,1970,upheld,Major Crime Act,,3/3/1885,1105,48,Equality,0.0,0.0,1,1,1.0,0.0,1,0,1
Delaware Tribal Business Committee v. Weeks,2/23/77,1977,1970,upheld,86 Stat. 762,92-456,10/3/72,52,92,Economic,0.0,0.0,1,0,1.0,0.0,1,1,1
Fiallo v. Bell,4/26/77,1977,1970,upheld,Immigration and Nationality Act,82-414,6/27/52,298,82,Equality,1.0,0.0,1,0,0.0,0.0,1,3,1
Califano v. Silbowitz,3/21/77,1977,1970,struck down on face,Social Security Act Amendments of 1950,81-734,8/28/50,319,81,Equality,1.0,0.0,0,1,0.0,1.0,1,0,1
Guam v. Olsen,5/23/77,1977,1970,struck down as applied,Organic Act of Guam,81-630,8/2/50,321,81,Due Process,1.0,0.0,0,1,0.0,0.0,1,4,1
Smith v. United States,5/23/77,1977,1970,upheld,Crimes and Criminal Procedure Act,80-772,6/25/48,347,80,Federalism,0.0,0.0,1,1,0.0,0.0,1,4,0
United States v. Ramsey,6/6/77,1977,1970,upheld,14 Stat. 178,,7/18/1866,1331,39,Due Process,0.0,0.0,1,1,1.0,0.0,1,3,0
Railroad Retirement Board v. Kalina,5/16/77,1977,1970,struck down on face,Railroad Retirement Act of 1937 Amendment,93-445,10/16/74,31,93,Equality,0.0,0.0,0,0,0.0,1.0,1,0,1
Briscoe v. Bell,6/20/77,1977,1970,upheld,Voting Rights Act of 1965,89-110,8/6/65,142,89,Federalism,1.0,0.0,1,1,0.0,0.0,1,0,1
Nixon v. Administrator of General Services,6/28/77,1977,1970,upheld,Presidential Recordings and Materials Preservation Act,93-526,12/19/74,30,93,Separation of Powers,0.0,0.0,1,0,0.0,0.0,1,2,1
Califano v. Jobst,11/8/77,1977,1970,upheld,Social Security Act Amendments of 1958,85-840,8/28/58,231,85,Due Process,0.0,0.0,1,0,1.0,0.0,1,0,1
Califano v. Torres,2/27/78,1978,1970,upheld,Social Security Amendments of 1972,92-603,10/30/72,64,92,Substantive Rights,0.0,0.0,0,0,1.0,0.0,1,0,1
Cleland v. National College of Business,3/20/78,1978,1970,upheld,Veterans' Education and Employment Assistance Act of 1976,94-502,10/15/76,17,94,Economic,0.0,0.0,0,0,1.0,0.0,1,0,1
Massachusetts v. United States,3/29/78,1978,1970,upheld,84 Stat. 236,91-258,5/21/70,94,91,Federalism,1.0,1.0,1,1,0.0,0.0,1,2,1
Marshall v. Barlow's,5/23/78,1978,1970,struck down on face,Occupational Safety and Health Act of 1970,91-596,12/29/70,89,91,Due Process,1.0,1.0,1,0,0.0,1.0,1,3,1
Federal Communications Commission v. National Citizens Committee for Broadcasting,6/12/78,1978,1970,upheld,Communications Act of 1934,73-416,6/19/34,528,73,Substantive Rights,1.0,0.0,1,1,1.0,0.0,1,0,1
Duke Power Co. v. Carolina Environmental Study Group,6/26/78,1978,1970,upheld,71 Stat. 576,85-256,9/2/57,249,85,Due Process,0.0,0.0,1,0,1.0,0.0,0,0,1
Federal Communications Commission v. Pacifica Foundation,7/3/78,1978,1970,upheld,Crimes and Criminal Procedure Act,80-772,6/25/48,361,80,Substantive Rights,0.0,0.0,1,1,1.0,0.0,1,4,0
Califano v. Aznavorian,12/11/78,1978,1970,upheld,Social Security Amendments of 1972,92-603,10/30/72,74,92,Substantive Rights,0.0,0.0,1,0,1.0,0.0,1,0,1
National Labor Relations Board v. Catholic Bishops of Chicago,3/21/79,1979,1970,struck down as applied,National Labor Relations Act Amendments,93-360,7/26/74,56,93,Substantive Rights,0.0,0.0,1,1,0.0,0.0,1,4,1
Vance v. Bradley,2/22/79,1979,1970,upheld,Foreign Service Act of 1946,79-724,8/13/46,450,79,Equality,0.0,0.0,1,0,1.0,0.0,1,1,1
Arizona Public Service Co. v. Snead,4/18/79,1979,1970,upheld,Tax Reform Act of 1976,94-455,10/4/76,30,94,Federalism,1.0,0.0,1,1,0.0,0.0,0,0,1
Dalia v. United States,4/18/79,1979,1970,upheld,82 Stat. 179,90-340,6/19/68,130,90,Due Process,1.0,1.0,0,0,1.0,0.0,1,4,1
